0	1.79769e+308	0	0	0	
0	1.79769e+308	0	0	0	
1	0.244	0	1	0	
0	1.79769e+308	0	0	0	
0	1.79769e+308	0	0	0	
1	0.001	0	1	0	
0	1.79769e+308	0	0	0	
0	1.79769e+308	0	0	0	
1	0.014	0	1	0	
0	1.79769e+308	0	0	0	
1	0	0	1	0	
1	0.034	0	1	0	
0	1.79769e+308	0	0	0	
1	0.024	0	1	0	
1	0.058	0	1	0	
0	1.79769e+308	0	0	0	
1	0.04	0	1	0	
1	0.073	0	1	0	
0	1.79769e+308	0	0	0	
1	0.059	0	1	0	
1	0.092	0	1	0	
0	1.79769e+308	0	0	0	
1	0.077	0	1	0	
1	0.11	0	1	0	
0	1.79769e+308	0	0	0	
1	0.096	0	1	0	
1	0.13	0	1	0	
0	1.79769e+308	0	0	0	
1	0.113	0	1	0	
1	0.146	0	1	0	
0	1.79769e+308	0	0	0	
1	0.132	0	1	0	
1	0.166	0	1	0	
0	1.79769e+308	0	0	0	
1	0.151	0	1	0	
1	0.185	0	1	0	
0	1.79769e+308	0	0	0	
1	0.17	0	1	0	
1	0.204	0	1	0	
0	1.79769e+308	0	0	0	
1	0.188	0	1	0	
1	0.221	0	1	0	
0	1.79769e+308	0	0	0	
1	0.207	0	1	0	
1	0	0	1	0	
0	1.79769e+308	0	0	0	
1	0.226	0	1	0	
1	0.013	0	1	0	
0	1.79769e+308	0	0	0	
1	0.243	0	1	0	
1	0.03	0	1	0	
0	1.79769e+308	0	0	0	
1	0	0	1	0	
1	0.047	0	1	0	
0	1.79769e+308	0	0	0	
1	0.026	0	1	0	
1	0.072	0	1	0	
0	1.79769e+308	0	0	0	
1	0.039	0	1	0	
1	0.085	0	1	0	
0	1.79769e+308	0	0	0	
1	0.056	0	1	0	
1	0.102	0	1	0	
0	1.79769e+308	0	0	0	
1	0.074	0	1	0	
1	0.12	0	1	0	
0	1.79769e+308	0	0	0	
1	0.092	0	1	0	
1	0.138	0	1	0	
0	1.79769e+308	0	0	0	
1	0.109	0	1	0	
1	0.156	0	1	0	
0	1.79769e+308	0	0	0	
1	0.137	0	1	0	
1	0.184	0	1	0	
0	1.79769e+308	0	0	0	
1	0.162	0	1	0	
1	0.209	0	1	0	
0	1.79769e+308	0	0	0	
1	0.174	0	1	0	
1	0.221	0	1	0	
0	1.79769e+308	0	0	0	
1	0.192	0	1	0	
1	0.239	0	1	0	
0	1.79769e+308	0	0	0	
1	0.209	0	1	0	
0	0.266	0	0	0	
0	1.79769e+308	0	0	0	
1	0.233	0	1	0	
0	0.28	0	0	0	
0	1.79769e+308	0	0	0	
1	0.25	0	1	0	
0	0.296	0	0	0	
0	1.79769e+308	0	0	0	
0	0.272	0	0	0	
0	0.319	0	0	0	
0	1.79769e+308	0	0	0	
0	0.287	0	0	0	
0	0.333	0	0	0	
0	1.79769e+308	0	0	0	
0	0.305	0	0	0	
0	0.351	0	0	0	
0	1.79769e+308	0	0	0	
0	0.324	0	0	0	
0	0.371	0	0	0	
0	1.79769e+308	0	0	0	
0	0.342	0	0	0	
0	0.389	0	0	0	
0	1.79769e+308	0	0	0	
0	0.36	0	0	0	
0	0.407	0	0	0	
0	1.79769e+308	0	0	0	
0	0.378	0	0	0	
0	0.425	1	0	0	
0	1.79769e+308	0	0	0	
0	0.397	0	0	0	
0	0.444	0	0	0	
0	1.79769e+308	0	0	0	
0	0.416	0	0	0	
0	0.463	0	0	0	
0	1.79769e+308	0	0	0	
0	0.433	0	0	0	
0	0.479	0	0	0	
0	1.79769e+308	0	0	0	
0	0.451	0	0	0	
0	0.497	0	0	0	
0	1.79769e+308	0	0	0	
0	0.468	0	0	0	
0	0.519	1	0	0	
0	1.79769e+308	0	0	0	
0	0.487	0	0	0	
0	0.533	0	0	0	
0	1.79769e+308	0	0	0	
0	0.504	0	0	0	
0	0.55	0	0	0	
0	1.79769e+308	0	0	0	
0	0.521	0	0	0	
0	0.567	0	0	0	
0	1.79769e+308	0	0	0	
0	0.545	0	0	0	
0	0.591	0	0	0	
0	1.79769e+308	0	0	0	
0	0.559	0	0	0	
0	0.605	0	0	0	
0	1.79769e+308	0	0	0	
0	0.577	0	0	0	
0	0.624	0	0	0	
0	1.79769e+308	0	0	0	
0	0.595	0	0	0	
0	0.642	0	0	0	
0	1.79769e+308	0	0	0	
0	0.613	0	0	0	
0	0.659	0	0	0	
0	1.79769e+308	0	0	0	
0	0.63	0	0	0	
0	0.677	0	0	0	
0	1.79769e+308	0	0	0	
0	0.647	0	0	0	
0	0.694	0	0	0	
0	1.79769e+308	0	0	0	
0	0.664	0	0	0	
0	0.711	0	0	0	
0	1.79769e+308	0	0	0	
0	0.682	0	0	0	
0	0.729	0	0	0	
0	1.79769e+308	0	0	0	
0	0.701	0	0	0	
0	0.748	0	0	0	
0	1.79769e+308	0	0	0	
0	0.72	0	0	0	
0	0.772	0	0	0	
0	1.79769e+308	0	0	0	
0	0.739	0	0	0	
0	0.786	0	0	0	
0	1.79769e+308	0	0	0	
0	0.756	0	0	0	
0	0.802	0	0	0	
0	1.79769e+308	0	0	0	
0	0.774	0	0	0	
0	0.821	1	0	0	
0	1.79769e+308	0	0	0	
0	0.793	0	0	0	
0	0.84	0	0	0	
0	1.79769e+308	0	0	0	
0	0.817	0	0	0	
0	0.864	0	0	0	
0	1.79769e+308	0	0	0	
0	0.829	0	0	0	
0	0.875	0	0	0	
0	1.79769e+308	0	0	0	
0	0.846	0	0	0	
0	0.892	0	0	0	
0	1.79769e+308	0	0	0	
0	0.865	0	0	0	
0	0.912	0	0	0	
0	1.79769e+308	0	0	0	
0	0.884	0	0	0	
0	0.93	0	0	0	
0	1.79769e+308	0	0	0	
0	0.902	0	0	0	
0	0.948	0	0	0	
0	1.79769e+308	0	0	0	
0	0.92	0	0	0	
0	0.967	0	0	0	
0	1.79769e+308	0	0	0	
0	0.939	0	0	0	
0	0.985	0	0	0	
0	1.79769e+308	0	0	0	
0	0.956	0	0	0	
0	1.002	0	0	0	
0	1.79769e+308	0	0	0	
0	0.973	0	0	0	
0	1.028	0	0	0	
0	1.79769e+308	0	0	0	
0	0.99	0	0	0	
0	1.036	0	0	0	
0	1.79769e+308	0	0	0	
0	1.007	0	0	0	
0	1.054	0	0	0	
0	1.79769e+308	0	0	0	
0	1.026	0	0	0	
0	1.073	0	0	0	
0	1.79769e+308	0	0	0	
0	1.044	0	0	0	
0	1.09	0	0	0	
0	1.79769e+308	0	0	0	
0	1.061	0	0	0	
0	1.107	0	0	0	
0	1.79769e+308	0	0	0	
0	1.084	0	0	0	
0	1.13	0	0	0	
0	1.79769e+308	0	0	0	
0	1.096	0	0	0	
0	1.142	0	0	0	
0	1.79769e+308	0	0	0	
0	1.113	0	0	0	
0	1.159	0	0	0	
0	1.79769e+308	0	0	0	
0	1.13	0	0	0	
0	1.177	0	0	0	
0	1.79769e+308	0	0	0	
0	1.148	0	0	0	
0	1.194	0	0	0	
0	1.79769e+308	0	0	0	
0	1.165	0	0	0	
0	1.212	0	0	0	
0	1.79769e+308	0	0	0	
0	1.182	0	0	0	
0	1.229	0	0	0	
0	1.79769e+308	0	0	0	
0	1.2	0	0	0	
0	1.247	0	0	0	
0	1.79769e+308	0	0	0	
0	1.217	0	0	0	
0	1.263	0	0	0	
